operacion;cliente;comercial;origen;destino;incoterm;pais;transporte;qpallets;costotransporte;tarifacomerciales;precio;agencia;fechacarga;producto
251;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1710;2100;5803;PINTO BASTO;7/2020;ACEITUNAS VERDES SIN HUESO
252;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1640;1800;9108;PINTO BASTO;7/2020;ACEITUNAS NEGRAS RODAJAS
253;1400;ISABEL;ACENORCA;HAIFA;CFR;ISRAEL;40';25;1615;2650;26180;OPERINTER;7/2020;ACEITUNAS VERDES  RODAJAS
254;4200;PACHI;OSUNA;BUSAN;CFR;COREA DEL SUR;40';25;1220;1400;20400;OPERINTER;7/2020;ACEITUNAS  RELLENAS  ANCHOA
255;7000;DAVID;CAZORLA;MONTEPRANDONE;DAP;ITALIA;CAMION;33;1750;2050;10053;LKW WALTER;7/2020;ACEITUNAS  RELLENAS  ANCHOA
256;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1939;2250;24120;CONTAINERSHIPS;7/2020;ACEITUNAS RELLENAS PIMIENTO
257;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2680;2550;10053;TRANSTIRA;7/2020;ACEITUNAS  RELLENAS  ANCHOA
258;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1975;2300;12899;BILADU;7/2020;ACEITUNAS VERDES  RODAJAS
259;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;1815;2500;5803;PINTO BASTO;8/2020;ACEITUNAS VERDES SIN HUESO
260;400;PACHI;OSUNA;PORT QASIM;CFR;PAKISTAN;20';11;1800;2100;11517;PINTO BASTO;8/2020;ACEITUNAS VERDES  RODAJAS
261;8800;MARIA;ACENORCA;BALTIMORE;CIF;ESTADOS UNIDOS;40';25;4650;2500;26180;BORTESI;8/2020;ACEITUNAS VERDES  RODAJAS
262;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;11810;2150;20400;TRANSITEX;8/2020;ACEITUNAS  RELLENAS  ANCHOA
263;4900;IRENE;ACENORCA;GELSENKIRCHEN;DAP;ALEMANIA;CAMION;33;1980;2150;8497;TRANSTIRA;8/2020;ACEITUNAS VERDES SIN HUESO
264;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1480;1680;10201;PEREZ RANGEL;8/2020;ACEITUNAS NEGRAS RODAJAS
265;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DAP;FRANCIA;CAMION;33;1250;1900;12899;JOMAPORTES;8/2020;ACEITUNAS VERDES  RODAJAS
266;9100;DAVID;ACENORCA;SINTRA;DDP;PORTUGAL;CAMION;33;320;550;10053;TOMAS FERNANDEZ;8/2020;ACEITUNAS  RELLENAS  ANCHOA
267;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2230;2550;11187;TRANSTIRA;8/2020;ACEITUNAS RELLENAS PIMIENTO
268;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;40';25;1840;2350;20700;DSV;8/2020;ACEITUNAS NEGRAS RODAJAS
269;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2517;3120;13188;CONTAINERSHIPS;8/2020;ACEITUNAS VERDES SIN HUESO
270;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1200;1750;13188;TRANSITEX;8/2020;ACEITUNAS VERDES SIN HUESO
271;10200;ISABEL;OSUNA;KLAIPEDA;CIF;LITUANIA;40';25;1295;1600;24120;DSV;8/2020;ACEITUNAS RELLENAS PIMIENTO
272;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1450;2000;21580;OPERINTER;8/2020;ACEITUNAS RELLENAS PIMIENTO
273;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1940;2100;8976;RABEN AIRSEA;8/2020;ACEITUNAS  RELLENAS  ANCHOA
274;400;PACHI;ARASOL;KARACHI;CFR;PAKISTAN;20';11;1340;1800;5803;BRAID;8/2020;ACEITUNAS VERDES SIN HUESO
275;1700;PACHI;OSUNA;SHARJAH;CFR;EMIRATOS ARABES UNIDOS;20';11;1390;1600;11517;BRAID;8/2020;ACEITUNAS VERDES  RODAJAS
276;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1725;1900;20400;TRANSITEX;8/2020;ACEITUNAS  RELLENAS  ANCHOA
277;10000;PACHI;ARASOL;SALVADOR DE BAHIA;CFR;BRASIL;20';11;975;1100;21580;TRANSITEX;8/2020;ACEITUNAS RELLENAS PIMIENTO
278;4800;DAVID;ACENORCA;CHARD;DDP;REINO UNIDO;20';11;3242;2800;5803;CONTAINERSHIPS;8/2020;ACEITUNAS VERDES SIN HUESO
279;8100;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;20';11;1180;1200;5803;TRANSITEX;8/2020;ACEITUNAS VERDES SIN HUESO
280;8300;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;40';25;1910;2025;20700;BRAID;9/2020;ACEITUNAS NEGRAS RODAJAS
281;3200;DAVID;ACENORCA;LURE;DAP;FRANCIA;CAMION;33;1850;2000;10053;TRANSMOVIEX;9/2020;ACEITUNAS  RELLENAS  ANCHOA
282;400;PACHI;ARASOL;PORT QASIM;CFR;ARABIA SAUDITA;20';11;2370;2700;8976;PINTO BASTO;9/2020;ACEITUNAS  RELLENAS  ANCHOA
283;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2150;2550;10053;GEODIS;9/2020;ACEITUNAS  RELLENAS  ANCHOA
284;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1400;1680;8497;PEREZ RANGEL;9/2020;ACEITUNAS VERDES SIN HUESO
285;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1540;2000;5803;OPERINTER;9/2020;ACEITUNAS VERDES SIN HUESO
286;6000;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1990;1580;24120;CONTAINERSHIPS;9/2020;ACEITUNAS RELLENAS PIMIENTO
287;2000;DAVID;ACENORCA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1620;1850;11187;LKW WALTER;9/2020;ACEITUNAS RELLENAS PIMIENTO
288;6700;DAVID;OLIVES;MONTALDO;DAP;ITALIA;CAMION;33;1570;1800;8497;LKW WALTER;9/2020;ACEITUNAS VERDES SIN HUESO
289;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1670;1800;20400;PINTO BASTO;9/2020;ACEITUNAS  RELLENAS  ANCHOA
290;7100;DAVID;ACENORCA;FORONE UZZANO;DAP;ITALIA;CAMION;33;1660;1900;10053;LKW WALTER;9/2020;ACEITUNAS  RELLENAS  ANCHOA
291;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1700;2300;12899;PEREZ RANGEL;9/2020;ACEITUNAS VERDES  RODAJAS
292;2100;DAVID;ARASOL;MANCHESTER;DAP;REINO UNIDO;40';25;2088;2600;13188;CONTAINERSHIPS;9/2020;ACEITUNAS VERDES SIN HUESO
293;1100;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2170;1650;20700;TRANSITEX;9/2020;ACEITUNAS NEGRAS RODAJAS
294;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1910;2200;24120;JOHNGOOD;9/2020;ACEITUNAS RELLENAS PIMIENTO
295;3900;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1690;2260;20700;PINTO BASTO;9/2020;ACEITUNAS NEGRAS RODAJAS
296;6100;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1690;1579;20400;PINTO BASTO;9/2020;ACEITUNAS  RELLENAS  ANCHOA
297;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;1900;2550;10053;GEODIS;9/2020;ACEITUNAS  RELLENAS  ANCHOA
298;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1790;1825;5803;OPERINTER;9/2020;ACEITUNAS VERDES SIN HUESO
299;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1440;1680;11187;TRANSMOVIEX;9/2020;ACEITUNAS RELLENAS PIMIENTO
300;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;2030;2245;20400;PINTO BASTO;9/2020;ACEITUNAS  RELLENAS  ANCHOA
301;4800;DAVID;ACENORCA;CHARD;DAP;REINO UNIDO;20';11;2186;3300;8976;CONTAINERSHIPS;9/2020;ACEITUNAS  RELLENAS  ANCHOA
302;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1710;2100;5803;PINTO BASTO;9/2020;ACEITUNAS VERDES SIN HUESO
303;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;20';11;1640;1800;9108;PINTO BASTO;9/2020;ACEITUNAS NEGRAS RODAJAS
304;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;1790;2195;20400;PINTO BASTO;9/2020;ACEITUNAS  RELLENAS  ANCHOA
305;7800;DAVID;OLIVES;LUTTERWORTH;DDP;REINO UNIDO;40';25;3200;2393;26180;PINTO BASTO;10/2020;ACEITUNAS VERDES  RODAJAS
306;8300;PACHI;ARASOL;PARANAGUA;CFR;BRASIL;20';11;1910;2100;21580;TRANSITEX;10/2020;ACEITUNAS RELLENAS PIMIENTO
307;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;2360;2450;9108;PINTO BASTO;10/2020;ACEITUNAS NEGRAS RODAJAS
308;7100;DAVID;ACENORCA;CASTEL MADAMA;DAP;ITALIA;CAMION;33;1900;2150;10201;TRANSITALIA;10/2020;ACEITUNAS NEGRAS RODAJAS
309;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;1815;2500;8976;PINTO BASTO;10/2020;ACEITUNAS  RELLENAS  ANCHOA
310;7100;DAVID;OSUNA;CERMENATE;DAP;ITALIA;CAMION;33;2002;1900;11187;LIBERTIA;10/2020;ACEITUNAS RELLENAS PIMIENTO
311;9500;PACHI;ACENORCA;TIANJIN;CFR;CHINA;20';11;1627;1250;11517;ECCOFREIGHT;10/2020;ACEITUNAS VERDES  RODAJAS
312;7700;IRENE;OLIVES;ZEEBRUGGE;DDP;BELGICA;40';25;2650;2495;20400;PINTO BASTO;10/2020;ACEITUNAS  RELLENAS  ANCHOA
313;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2942;3900;24120;CONTAINERSHIPS;10/2020;ACEITUNAS RELLENAS PIMIENTO
314;6000;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;CAMION;33;2345;2400;10201;TRANSTIRA;10/2020;ACEITUNAS NEGRAS RODAJAS
315;5100;DAVID;OSUNA;VITTERBO;DAP;ITALIA;CAMION;33;1900;1950;12899;LIBERTIA;10/2020;ACEITUNAS VERDES  RODAJAS
316;4100;DAVID;OLIVES;SAINT BONNET LES OULES;DAP;FRANCIA;CAMION;33;2053;1850;8497;RETAIL EXTENDED LOG;10/2020;ACEITUNAS VERDES SIN HUESO
317;200;PACHI;ACENORCA;POTI;CFR;GEORGIA;40';25;1950;2245;20400;PINTO BASTO;10/2020;ACEITUNAS  RELLENAS  ANCHOA
318;100;PACHI;OSUNA;JEBEL ALI;CFR;EMIRATOS ARABES UNIDOS;20';11;1790;1850;21580;OPERINTER;10/2020;ACEITUNAS RELLENAS PIMIENTO
319;3200;DAVID;ACENORCA;LURE;DAP;FRANCIA;CAMION;33;1850;2000;10201;RLC;10/2020;ACEITUNAS NEGRAS RODAJAS
320;8500;MARIA;ARASOL;MIAMI;CIF;ESTADOS UNIDOS;40';25;3500;2400;24120;BORTESI;10/2020;ACEITUNAS RELLENAS PIMIENTO
321;6700;DAVID;OSUNA;ROTTOFRENO;DAP;ITALIA;CAMION;33;1630;1800;11187;LIBERTIA;10/2020;ACEITUNAS RELLENAS PIMIENTO
322;8300;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;40';25;1910;2025;24120;BRAID;10/2020;ACEITUNAS RELLENAS PIMIENTO
323;2900;IRENE;ACENORCA;LOMMEL;DAP;BELGICA;CAMION;33;3100;2300;8497;NEPTUNE;10/2020;ACEITUNAS VERDES SIN HUESO
324;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;2000;1600;20400;EUROSHIPPING;10/2020;ACEITUNAS  RELLENAS  ANCHOA
325;2000;DAVID;ACENORCA;LIEUSAINT;DDP;FRANCIA;CAMION;33;2250;2600;10201;CARCABA;10/2020;ACEITUNAS NEGRAS RODAJAS
326;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1700;2300;12899;PEREZ RANGEL;10/2020;ACEITUNAS VERDES  RODAJAS
327;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1140;1425;12899;JOMAPORTES;10/2020;ACEITUNAS VERDES  RODAJAS
328;6000;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;20';11;1815;1400;21580;CONTAINERSHIPS;10/2020;ACEITUNAS RELLENAS PIMIENTO
329;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2912;3120;20400;CONTAINERSHIPS;10/2020;ACEITUNAS  RELLENAS  ANCHOA
330;7800;DAVID;OLIVES;DONCASTER;DDP;REINO UNIDO;40';25;3250;2393;20400;PINTO BASTO;10/2020;ACEITUNAS  RELLENAS  ANCHOA
331;9000;DAVID;ACENORCA;CALDAS DE RAINHA;DDP;PORTUGAL;CAMION;33;480;530;12899;TOMAS FERNANDEZ;10/2020;ACEITUNAS VERDES  RODAJAS
332;4800;DAVID;ACENORCA;CHARD;DDP;REINO UNIDO;20';11;1845;2050;8976;TRANSITEX;10/2020;ACEITUNAS  RELLENAS  ANCHOA
333;100;PACHI;OSUNA;JEBEL ALI;CFR;EMIRATOS ARABES UNIDOS;20';11;1261;1800;9108;YUSEN LOGISTICS;10/2020;ACEITUNAS NEGRAS RODAJAS
334;1500;PACHI;OSUNA;SHUWAIKH;CFR;KUWAIT;20';11;1416;1800;8976;YUSEN LOGISTICS;10/2020;ACEITUNAS  RELLENAS  ANCHOA
335;1700;PACHI;OSUNA;SHARJAH;CFR;EMIRATOS ARABES UNIDOS;20';11;1350;1600;9108;PINTO BASTO;10/2020;ACEITUNAS NEGRAS RODAJAS
336;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;3030;3500;10053;TRANSTIRA;10/2020;ACEITUNAS  RELLENAS  ANCHOA
337;7800;DAVID;OLIVES;HINCKLEY;DAP;REINO UNIDO;40';25;2143;2227;24120;CONTAINERSHIPS;10/2020;ACEITUNAS RELLENAS PIMIENTO
338;1400;ISABEL;ACENORCA;HAIFA;CFR;ISRAEL;40';25;1600;2650;26180;TRANSITEX;10/2020;ACEITUNAS VERDES  RODAJAS
339;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;CAMION;33;1200;2350;11187;TRANSTIRA;10/2020;ACEITUNAS RELLENAS PIMIENTO
340;10100;PACHI;ACENORCA;NOVOROSSIYSK;CIF;RUSIA;40';25;1625;1750;24120;TRANSITEX;10/2020;ACEITUNAS RELLENAS PIMIENTO
341;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1640;2200;20400;TRANSITEX;10/2020;ACEITUNAS  RELLENAS  ANCHOA
342;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;1560;2200;20400;TRANSITEX;10/2020;ACEITUNAS  RELLENAS  ANCHOA
343;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2120;2530;20700;TRANSITEX;10/2020;ACEITUNAS NEGRAS RODAJAS
344;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1350;1750;11187;TRANSTIRA;10/2020;ACEITUNAS RELLENAS PIMIENTO
345;1500;PACHI;ACENORCA;SHUWAIKH;CFR;KUWAIT;20';11;1770;1800;9108;TRANSITEX;10/2020;ACEITUNAS NEGRAS RODAJAS
346;1700;PACHI;OSUNA;JEBEL ALI;CFR;EMIRATOS ARABES UNIDOS;20';11;1235;1600;5803;PINTO BASTO;10/2020;ACEITUNAS VERDES SIN HUESO
347;1700;PACHI;ARASOL;SHARJAH;CFR;EMIRATOS ARABES UNIDOS;20';11;1350;1600;21580;PINTO BASTO;10/2020;ACEITUNAS RELLENAS PIMIENTO
348;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1250;1250;9108;PINTO BASTO;10/2020;ACEITUNAS NEGRAS RODAJAS
349;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;40';25;1300;1450;20700;PINTO BASTO;10/2020;ACEITUNAS NEGRAS RODAJAS
350;10200;ISABEL;OLIVES;KLAIPEDA;CIF;LITUANIA;20';11;1150;1600;11517;PINTO BASTO;10/2020;ACEITUNAS VERDES  RODAJAS
351;10200;ISABEL;ACENORCA;KLAIPEDA;CIF;LITUANIA;20';11;1250;1600;5803;PINTO BASTO;10/2020;ACEITUNAS VERDES SIN HUESO
352;4200;PACHI;CAZORLA;BUSAN;CFR;COREA DEL SUR;20';11;1040;1400;8976;PINTO BASTO;10/2020;ACEITUNAS  RELLENAS  ANCHOA
353;400;PACHI;ARASOL;KARACHI;CFR;PAKISTAN;20';11;1300;1800;8976;PINTO BASTO;10/2020;ACEITUNAS  RELLENAS  ANCHOA
354;4900;IRENE;ACENORCA;GELSENKIRCHEN;DAP;ALEMANIA;CAMION;33;1850;2350;10201;RLC;10/2020;ACEITUNAS NEGRAS RODAJAS
355;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1150;1300;12899;RLC;10/2020;ACEITUNAS VERDES  RODAJAS
356;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2180;2550;10201;SENNDER;11/2020;ACEITUNAS NEGRAS RODAJAS
357;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;8050;8850;24120;BORTESI;11/2020;ACEITUNAS RELLENAS PIMIENTO
358;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;40';25;1300;1450;20400;PINTO BASTO;11/2020;ACEITUNAS  RELLENAS  ANCHOA
359;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1656;2200;24120;CONTAINERSHIPS;11/2020;ACEITUNAS RELLENAS PIMIENTO
360;8600;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;995;950;20700;COREFREIGHT;11/2020;ACEITUNAS NEGRAS RODAJAS
361;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;6400;6400;20700;TRANSITEX;11/2020;ACEITUNAS NEGRAS RODAJAS
362;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1800;2300;10053;VERTEX;11/2020;ACEITUNAS  RELLENAS  ANCHOA
363;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1300;1800;8497;JOMAPORTES;11/2020;ACEITUNAS VERDES SIN HUESO
364;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1540;2000;5803;OPERINTER;11/2020;ACEITUNAS VERDES SIN HUESO
365;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;20';11;2330;3900;8976;CONTAINERSHIPS;11/2020;ACEITUNAS  RELLENAS  ANCHOA
366;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1795;2700;21580;PINTO BASTO;11/2020;ACEITUNAS RELLENAS PIMIENTO
367;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2700;2550;11187;VERTEX;11/2020;ACEITUNAS RELLENAS PIMIENTO
368;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2290;2150;20700;TRANSITEX;11/2020;ACEITUNAS NEGRAS RODAJAS
369;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1550;1680;8497;SER LOGIC;11/2020;ACEITUNAS VERDES SIN HUESO
370;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;2043;1725;26180;CONTAINERSHIPS;11/2020;ACEITUNAS VERDES  RODAJAS
371;5600;DAVID;OSUNA;LAMPORECCHIO;DDP;ITALIA;CAMION;33;2100;2500;11187;TRANSITALIA;11/2020;ACEITUNAS RELLENAS PIMIENTO
372;7700;IRENE;OSUNA;ZEEBRUGGE;DDP;BELGICA;CAMION;33;2450;2495;8497;TRANSTIRA;11/2020;ACEITUNAS VERDES SIN HUESO
373;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;3220;3500;10053;RHENUS;11/2020;ACEITUNAS  RELLENAS  ANCHOA
374;3000;DAVID;OSUNA;SAINT BONNET LES OULES;DDP;FRANCIA;CAMION;33;1900;2550;8497;TRANSGALAN;11/2020;ACEITUNAS VERDES SIN HUESO
375;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2005;2530;20700;BRAID;11/2020;ACEITUNAS NEGRAS RODAJAS
376;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2055;2400;20700;DSV;11/2020;ACEITUNAS NEGRAS RODAJAS
377;7200;DAVID;ACENORCA;FLEURY LES AUBRAIS;DAP;FRANCIA;CAMION;33;1830;1835;10201;GIRTEKA;11/2020;ACEITUNAS NEGRAS RODAJAS
378;8100;PACHI;ARASOL;PARANAGUA;CFR;BRASIL;40';25;1720;1810;24120;BRAID;11/2020;ACEITUNAS RELLENAS PIMIENTO
379;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1790;1900;24120;TRANSITEX;11/2020;ACEITUNAS RELLENAS PIMIENTO
380;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;CAMION;33;2000;2200;8497;GIRTEKA;11/2020;ACEITUNAS VERDES SIN HUESO
381;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2095;2200;26180;TRANSITEX;11/2020;ACEITUNAS VERDES  RODAJAS
382;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2075;2530;26180;TRANSITEX;11/2020;ACEITUNAS VERDES  RODAJAS
383;400;PACHI;ARASOL;KARACHI;CFR;PAKISTAN;20';11;159;1800;5803;PINTO BASTO;11/2020;ACEITUNAS VERDES SIN HUESO
384;3100;IRENE;OLIVES;HEDDESHEIM;DAP;ALEMANIA;CAMION;33;1910;1950;10201;RLC;11/2020;ACEITUNAS NEGRAS RODAJAS
385;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;1890;2200;26180;PINTO BASTO;12/2020;ACEITUNAS VERDES  RODAJAS
386;8300;PACHI;ARASOL;SUAPE;CFR;BRASIL;20';11;2205;2575;5803;BRAID;12/2020;ACEITUNAS VERDES SIN HUESO
387;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1461;1750;26180;MSC;12/2020;ACEITUNAS VERDES  RODAJAS
388;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1650;2000;5803;TRANSITEX;12/2020;ACEITUNAS VERDES SIN HUESO
389;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2400;2550;10201;TRANSTIRA;12/2020;ACEITUNAS NEGRAS RODAJAS
