BL/AWB/PRO	Container	Purchase Order	Forwarder	Est. POL Date	Est. POD Date	Mode	POL	País	Customs Inspection	Planned to HUB	Planned to Warehouse	Cont. Date 1	Carrier	Order Qty	Transport price
XM2307016C/01	TGBU7988602	132662- 132665- 133181- 135223- 135488	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		31/8/2023	Mediterranean Shipping Company (MSC)	1000	1850
XM2307017F	TGCU5010016	133382- 133512- 133679- 133882- 133885- 135748	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Shanghai- CN					30/8/2023	Mediterranean Shipping Company (MSC)	5640	1850
XM2307017B	TLLU5134159	132677- 133880- 133888- 135708	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Shanghai- CN			1		30/8/2023	Mediterranean Shipping Company (MSC)	7560	1850
XM2307017G	TRHU7276730	133499- 133618- 133876- 135729- 135742- 135750- 135745	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Shanghai- CN		1		1	4/9/2023	Mediterranean Shipping Company (MSC)	6263	1850
XM2307017C	TRHU7641941	133360- 133368- 135733- 135810	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Shanghai- CN				1	4/9/2023	Mediterranean Shipping Company (MSC)	6701	1850
XM2307017C	TXGU5433573	133360- 133368- 135733- 135810	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Shanghai- CN				1	4/9/2023	Mediterranean Shipping Company (MSC)	8002	1850
CEB165239	CAIU3639532	131282	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/7/2023	22/9/2023	Ocean	Cebu- PH				1	28/9/2023	Mediterranean Shipping Company (MSC)	551	1850
ME232431/01	MRKU0426197	137256- 137264	Raminatrans	26/7/2023	30/8/2023	Ocean	Shanghai- CN				1	5/9/2023	Maersk Line	20976	1800
ME232428/01	MRKU4471050	122459- 133886	Raminatrans	26/7/2023	30/8/2023	Ocean	Shanghai- CN				1	5/9/2023	Maersk Line	8800	1800
ME232428/02	MRKU4471050	122459- 133886	Raminatrans	26/7/2023	30/8/2023	Ocean	Shanghai- CN				1	5/9/2023	Maersk Line	727	1800
ME232428/02	SUDU5848539	136424- 136428- 140798	Raminatrans	26/7/2023	30/8/2023	Ocean	Shanghai- CN				1	6/9/2023	Maersk Line	20460	1800
ME232430/01	MRKU0944690	134774- 134773- 134775- 134778- 134781- 134782- 135192	Raminatrans	26/7/2023	30/8/2023	Ocean	Shanghai- CN				1	5/9/2023	Maersk Line	37254	1800
ME232430/02	MRSU5712426	135981- 135979- 136992- 137277	Raminatrans	26/7/2023	30/8/2023	Ocean	Shanghai- CN		1			5/9/2023	Maersk Line	12081	1800
1054112751	GCXU5191495	145045	Kuehne & Nagel	27/7/2023	28/8/2023	Ocean	Chattogram- BD				1	7/9/2023	OCEAN NETWORK EXPRESS	20251	1275
NBH0723QM13982	MRKU1028114	125037- 125076- 134651- 134776- 135442- 135783	Raminatrans	30/7/2023	10/9/2023	Ocean	Ningbo- CN			1		12/9/2023	Maersk Line	65220	1800
NBH0723YI13845	MRKU1028114	125037- 125076- 134651- 134776- 135442- 135783	Raminatrans	30/7/2023	10/9/2023	Ocean	Ningbo- CN			1		12/9/2023	Maersk Line	900	1800
NBH0723CP13766	TRHU4092766	131445- 131457- 131554- 131577- 131580- 132775- 139448	Raminatrans	30/7/2023	10/9/2023	Ocean	Ningbo- CN			1		14/9/2023	Maersk Line	18864	1800
NBH0723GI13578	TRHU4092766	131445- 131457- 131554- 131577- 131580- 132775- 139448	Raminatrans	30/7/2023	10/9/2023	Ocean	Ningbo- CN			1		14/9/2023	Maersk Line	8390	1800
NBH0723LM13612	TRHU4092766	131445- 131457- 131554- 131577- 131580- 132775- 139448	Raminatrans	30/7/2023	10/9/2023	Ocean	Ningbo- CN			1		14/9/2023	Maersk Line	41396	1800
NBH0723HL14094	MRSU6124263	131527- 131532- 131539- 131588- 131595- 131590- 131592	Raminatrans	30/7/2023	10/9/2023	Ocean	Ningbo- CN			1		13/9/2023	Maersk Line	152000	1800
XM2307022D	MRKU3235105	133126- 133218	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	30/8/2023	Ocean	Xiamen- CN				1	7/9/2023	Maersk Line	6000	1850
XM2307022D	SUDU8818271	132956- 133126	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	30/8/2023	Ocean	Xiamen- CN				1	7/9/2023	Maersk Line	7230	1850
XM2307020A/02	BMOU5976770	133651- 133580- 139566- 139572- 139576- 139577- 139586	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN			1		7/9/2023	Mediterranean Shipping Company (MSC)	9510	1850
XM2307020A/01	BMOU5976770	133651- 133580- 139566- 139572- 139576- 139577- 139586	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN			1		7/9/2023	Mediterranean Shipping Company (MSC)	5000	1850
XM2307020D	CAXU9604263	133188- 135086- 135087- 135089- 135096- 135094- 135100- 135109- 135126- 135128- 135131- 139509- 139523- 139555- 139557- 139583- 139585- 139587- 139594- 139593- 139596- 139597- 139676- 139677- 139678- 139681- 139684- 139689- 139735- 139733- 139737- 139753- 139756- 139938	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	6/9/2023	Mediterranean Shipping Company (MSC)	12690	1850
XM2307020C	MEDU4167323	133188- 133202- 133211	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	8/9/2023	Mediterranean Shipping Company (MSC)	4899	1850
XM2307022C	MRKU2601909	133188- 135086- 135087- 135089- 135096- 135094- 135100- 135109- 135126- 135128- 135131- 139509- 139523- 139555- 139557- 139583- 139585- 139587- 139594- 139593- 139596- 139597- 139676- 139677- 139678- 139681- 139684- 139689- 139735- 139733- 139737- 139753- 139756- 139938	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	6/9/2023	Maersk Line	6704	1850
XM2307022B	MRSU5592212	134303- 134676- 134691	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	6/9/2023	Maersk Line	6901	1850
XM2307020C	MSCU5034680	134276- 134674- 134718	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	5/9/2023	Mediterranean Shipping Company (MSC)	4720	1850
XM2307020E/01	MSCU5779780	134226- 134220- 134253- 134300- 134305- 134324- 134343- 134666- 134667- 137150	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	6/9/2023	Mediterranean Shipping Company (MSC)	6740	1850
XM2307020E/02	MSCU5779780	134200- 134214- 134217- 134223- 135443	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN		1		1	7/9/2023	Mediterranean Shipping Company (MSC)	1500	1850
XM2307020E/01	MSDU4522847	134195- 134209- 134207- 134205- 134216	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN		1		1	7/9/2023	Mediterranean Shipping Company (MSC)	12780	1850
XM2307020B/01	MSDU5329848	134200- 134214- 134217- 134223- 135443	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN		1		1	7/9/2023	Mediterranean Shipping Company (MSC)	1540	1850
XM2307020B/02	MSDU5329848	131419- 131431- 133516- 133735- 133855	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	7/9/2023	Mediterranean Shipping Company (MSC)	44900	1850
XM2307020F/03	MSMU5787908	131419- 131431- 133516- 133735- 133855	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	7/9/2023	Mediterranean Shipping Company (MSC)	2700	1850
XM2307020F/02	MSMU5787908	131419- 131431- 133516- 133735- 133855	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	7/9/2023	Mediterranean Shipping Company (MSC)	1500	1850
XM2307020F/01	MSMU5787908	134008- 133563- 133847- 133848	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	8/9/2023	Mediterranean Shipping Company (MSC)	3003	1850
XM2307020B/01	MSMU7899770	133552- 133852	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	8/9/2023	Mediterranean Shipping Company (MSC)	7230	1850
XM2307022C	SUDU5747261	133653- 134005- 133712- 133995- 133794	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	8/9/2023	Maersk Line	5600	1850
XM2307022A	SUDU6980956	133658- 133578	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	7/9/2023	Maersk Line	6502	1850
XM2307022A	TCKU7749434	133620- 133628- 133729- 133799	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN			1		7/9/2023	Maersk Line	5861	1850
XM2307022B	TCLU6477771	133639- 133697- 133699- 133784	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	31/7/2023	31/8/2023	Ocean	Xiamen- CN				1	8/9/2023	Maersk Line	6954	1850
XMVLC2307050	TCLU5602673	131416- 131426	Raminatrans	31/7/2023	31/8/2023	Ocean	Fuzhou- CN				1	6/9/2023	Maersk Line	2250	2375
ME232521/01	MRKU4587878	134476- 142096	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN			1		12/9/2023	Maersk Line	11520	1800
ME232521/01	MSKU0256770	134476	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN			1		14/9/2023	Maersk Line	43000	1800
ME232521/01	SEKU4633504	142096	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN			1		13/9/2023	Maersk Line	29986	1800
ME232522/01	MSKU6562119	134645- 139153- 140036- 140050- 140052- 140055- 140121- 140132- 140133- 140163- 140165- 140181- 140189	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	13/9/2023	Maersk Line	79000	1800
ME232513/01	MSKU0139178	124313- 124317- 134447- 134453- 134537- 135803- 141404	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	14/9/2023	Maersk Line	68830	1800
ME232513/02	MSKU0139178	124313- 124317- 134447- 134453- 134537- 135803- 141404	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	14/9/2023	Maersk Line	155000	1800
ME232513/05	MRKU3205116	134741- 134767- 134963- 135062- 135063- 137455- 139062	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	14/9/2023	Maersk Line	3600	1800
ME232513/05	MSKU0139178	124313- 124317- 134447- 134453- 134537- 135803- 141404	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	14/9/2023	Maersk Line	3850	1800
ME232512/01	HASU4285567	139875- 139874- 139873- 139895- 139900- 139905	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	13/9/2023	Maersk Line	2800	1800
ME232512/01	MSKU0133631	133979- 139627- 139625- 139631- 139641- 139886- 139889	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	13/9/2023	Maersk Line	2000	1800
ME232513/04	MSKU0139178	124313- 124317- 134447- 134453- 134537- 135803- 141404	Raminatrans	1/8/2023	10/9/2023	Ocean	Shanghai- CN				1	14/9/2023	Maersk Line	8104	1800
MDZ/SKT/VLC/0186	MEDU4735552	135613- 135609- 135874- 135871- 135873- 136336- 136756- 136766- 139702- 139709- 140788- 140953	TOTAL FREIGHT	2/8/2023	5/9/2023	Ocean	Karachi- PK			1		13/9/2023	Mediterranean Shipping Company (MSC)	18350	975
MDZ/SKT/VLC/0187	MEDU4735552	135613- 135609- 135874- 135871- 135873- 136336- 136756- 136766- 139702- 139709- 140788- 140953	TOTAL FREIGHT	2/8/2023	5/9/2023	Ocean	Karachi- PK			1		13/9/2023	Mediterranean Shipping Company (MSC)	7493	975
MDZ/SKT/VLC/0188	MEDU4735552	135613- 135609- 135874- 135871- 135873- 136336- 136756- 136766- 139702- 139709- 140788- 140953	TOTAL FREIGHT	2/8/2023	5/9/2023	Ocean	Karachi- PK			1		13/9/2023	Mediterranean Shipping Company (MSC)	2966	975
172/60087683	AIRU1234567	134441- 134459	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	3/8/2023	10/8/2023	Ocean	Qingdao- CN				1	18/8/2023	Cargolux	1440	1850
1054292750	TLLU4862437	130807- 130822- 132976- 132991	Kuehne & Nagel	4/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	2000	1215
1054246115	TLLU4862437	131373- 131519- 135201- 135230- 135238- 135401- 135510- 135814- 135818- 140815	Kuehne & Nagel	4/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	9130	1215
1054295117	TCLU6397146	135200- 135264- 135297- 135310- 135319- 135330- 135340- 135362- 135372- 135375- 135382- 135385- 135448- 135465- 135470- 135478- 135485- 135498- 135507- 135513- 135519- 138884- 138892- 140828	Kuehne & Nagel	4/8/2023	4/10/2023	Ocean	Chattogram- BD			1		16/10/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	3600	1215
1054295117	TGBU7057256	135598- 135613- 135815- 135880- 135869- 136757- 136767- 139688- 139705- 139708- 140042- 140059- 140352- 140952- 140954	Kuehne & Nagel	4/8/2023	4/10/2023	Ocean	Karachi- PK				1	11/10/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	4152	1215
1054246115	FSCU8166928	130806- 130850- 130852- 130971- 131142	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD				1	20/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	9460	1215
1054281003	GAOU6118460	130807- 130822- 132976- 132991	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	56000	1215
1054281077	JZPU8033375	131373- 131519- 135201- 135230- 135238- 135401- 135510- 135814- 135818- 140815	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	64502	1215
1054281040	SEGU5203484	135236	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	25404	1215
1054281057	TCNU5644803	140823- 140818- 140853	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD				1	20/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	12380	1215
1054281077	TCNU5644803	131373- 131519- 135201- 135230- 135238- 135401- 135510- 135814- 135818- 140815	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	12000	1215
1054281052	TCNU5644803	135197- 135255- 135295- 135318- 135347- 135462- 135474- 135480- 135533	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD		1	1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	5802	1215
1054281071	TCNU5644803	130797- 131006- 130997- 131087- 131120- 131148- 135262- 135268- 135308- 135325- 135337- 135361- 135370- 135374- 135384- 135469- 135472- 135543	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD		1	1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	701	1215
1054281040	TGBU7227120	131373- 131519- 135201- 135230- 135238- 135401- 135510- 135814- 135818- 140815	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Chattogram- BD			1		25/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	36801	1215
1054246504	TRHU7711381	131245	Kuehne & Nagel	5/8/2023	15/9/2023	Ocean	Karachi- PK				1	28/9/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	11340	1215
1054222335	CAIU4337563	135610- 135617- 135608- 136238- 136764- 136768- 136778- 136787- 136797- 136812- 136838- 136844- 136833- 136847- 136853- 136850	Kuehne & Nagel	5/8/2023	4/10/2023	Ocean	Chattogram- BD			1		16/10/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	1344	1215
1054178866	CAIU4337563	136437	Kuehne & Nagel	5/8/2023	4/10/2023	Ocean	Chattogram- BD			1		16/10/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	7500	1215
1054075455	CAIU4337563	136438	Kuehne & Nagel	5/8/2023	4/10/2023	Ocean	Chattogram- BD				1	13/10/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	8857	1215
1054222335	TRHU8315702	135598- 135613- 135815- 135880- 135869- 136757- 136767- 139688- 139705- 139708- 140042- 140059- 140352- 140952- 140954	Kuehne & Nagel	5/8/2023	4/10/2023	Ocean	Karachi- PK				1	11/10/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	6301	1215
ME232916/01	HLBU2104971	139070- 140229- 140233- 140236- 144263- 144255	Raminatrans	6/8/2023	14/10/2023	Ocean	Shanghai- CN			1		20/10/2023	Maersk Line	11900	1800
ME232916/01	HLBU2377765	138781- 139072- 139073- 139482	Raminatrans	6/8/2023	14/10/2023	Ocean	Shanghai- CN			1		19/10/2023	Maersk Line	14400	1800
ME232916/01	TCLU6690196	138983- 139003- 139004- 139105- 139117- 140228- 140225- 140227- 140230	Raminatrans	6/8/2023	14/10/2023	Ocean	Shanghai- CN			1		20/10/2023	Maersk Line	8800	1800
MDZ/SKT/VLC/0189	OOLU9511436	137763- 137752	TOTAL FREIGHT	7/8/2023	6/9/2023	Ocean	Karachi- PK				1	19/9/2023	Mediterranean Shipping Company (MSC)	1340	975
MLVLC2308015A	TCLU3546610	131027- 131233- 131247- 146587	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	7/9/2023	Ocean	Ho Chi Minh City- VN			1		13/9/2023	OCEAN NETWORK EXPRESS	1000	2425
MLVLC2308015B	TCLU3546610	131027- 131233- 131247- 146587	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	7/9/2023	Ocean	Ho Chi Minh City- VN			1		13/9/2023	OCEAN NETWORK EXPRESS	730	2425
MLVLC2308015C	TCLU3546610	131130- 131125- 131134- 131143- 131150- 131146- 131152- 149222	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	7/9/2023	Ocean	Karachi- PK			1		14/9/2023	OCEAN NETWORK EXPRESS	430	475
MLVLC2308002	MSDU2336740	133710- 133752	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	8/9/2023	Ocean	Haiphong- VN				1	14/9/2023	OCEAN NETWORK EXPRESS	2202	2300
MLVLC2308002	MSDU4352720	133664- 135691- 133756	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	8/9/2023	Ocean	Haiphong- VN				1	15/9/2023	OCEAN NETWORK EXPRESS	5004	2300
MLVLC2308002	MSDU4416085	133667- 133532- 133531- 135694	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	8/9/2023	Ocean	Haiphong- VN				1	15/9/2023	Mediterranean Shipping Company (MSC)	5003	2300
XM2308003A	MRKU2655361	134202- 134284	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	10/9/2023	Ocean	Xiamen- CN				1	14/9/2023	Maersk Line	19335	1850
XM2308003A	MRSU4998634	134264- 134327- 134340- 140573	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	10/9/2023	Ocean	Xiamen- CN				1	15/9/2023	Maersk Line	11150	1850
XM2308003B/01	MRKU6079372	134743- 134746- 134763- 134927- 134961- 134748- 135554- 136111- 136155- 137088- 139591	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	10/9/2023	Ocean	Xiamen- CN				1	14/9/2023	Maersk Line	8960	1850
XM2308003B/02	MRKU6079372	134743- 134746- 134763- 134927- 134961- 134748- 135554- 136111- 136155- 137088- 139591	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	10/9/2023	Ocean	Xiamen- CN				1	14/9/2023	Maersk Line	11502	1850
XM2308003C/01	TCKU6855534	134686- 134695- 134708- 131016- 131165	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	10/9/2023	Ocean	Xiamen- CN			1		12/9/2023	Maersk Line	61000	1850
XM2308003C/02	TCKU6855534	134686- 134695- 134708- 131016- 131165	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/8/2023	10/9/2023	Ocean	Xiamen- CN			1		12/9/2023	Maersk Line	8016	1850
MLVLC2308026	MOAU7702408	131001- 131003- 131029	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	8/8/2023	21/9/2023	Ocean	Haiphong- VN			1		28/9/2023	Mediterranean Shipping Company (MSC)	1401	2300
MDZ/SKT/VLC/0191	MSMU7955195	131027- 131233- 131247- 146587	TOTAL FREIGHT	9/8/2023	7/9/2023	Ocean	Ho Chi Minh City- VN			1		13/9/2023	Mediterranean Shipping Company (MSC)	10929	975
1054425342	BEAU5422120	131320- 131342- 131346- 131348- 131362- 134808- 134810- 134816- 134825- 134842- 134834- 134850- 134863- 134883- 134894- 137285- 139311- 139317- 139324- 139334- 139595- 139610- 140244- 140248- 141003- 141005- 141006- 141007	Kuehne & Nagel	9/8/2023	23/9/2023	Ocean	Chattogram- BD			1		28/9/2023	OCEAN NETWORK EXPRESS	15300	1450
1054425245	BEAU5422120	131320- 131342- 131346- 131348- 131362- 134808- 134810- 134816- 134825- 134842- 134834- 134850- 134863- 134883- 134894- 137285- 139311- 139317- 139324- 139334- 139595- 139610- 140244- 140248- 141003- 141005- 141006- 141007	Kuehne & Nagel	9/8/2023	23/9/2023	Ocean	Chattogram- BD			1		28/9/2023	OCEAN NETWORK EXPRESS	3000	1450
1054282860	TCKU4854483	135398- 135396- 135409- 135411- 135413- 135436- 135464- 135505- 135545- 135535- 135552	Kuehne & Nagel	9/8/2023	23/9/2023	Ocean	Chattogram- BD			1		29/9/2023	OCEAN NETWORK EXPRESS	11452	1450
1054322840	TCKU4854483	140035	Kuehne & Nagel	9/8/2023	23/9/2023	Ocean	Chattogram- BD			1		27/9/2023	OCEAN NETWORK EXPRESS	300	1450
1054220969	TCKU4854483	140167- 140198- 141008- 141009	Kuehne & Nagel	9/8/2023	23/9/2023	Ocean	Chattogram- BD			1		29/9/2023	OCEAN NETWORK EXPRESS	48500	1450
1054282908	TCKU4854483	140085- 140102- 141010- 141011	Kuehne & Nagel	9/8/2023	23/9/2023	Ocean	Chattogram- BD			1		2/10/2023	OCEAN NETWORK EXPRESS	5402	1450
NBH0823PN03684	MSKU6759411	137350- 137347- 140871	Raminatrans	10/8/2023	14/9/2023	Ocean	Ningbo- CN				1	18/9/2023	Maersk Line	24234	2200
1054296236	TCLU4221630	131427- 131430- 133358- 135199- 135246- 135250- 135296- 135328- 135339- 135371- 135391- 135394- 140825- 140822	Kuehne & Nagel	11/8/2023	23/9/2023	Ocean	Chattogram- BD			1		29/9/2023	Ocean Network Express Pte. Ltd.	17300	1450
1054416009	TCLU4221630	140082- 140104- 140195- 140214	Kuehne & Nagel	11/8/2023	23/9/2023	Ocean	Chattogram- BD			1		29/9/2023	Ocean Network Express Pte. Ltd.	9500	1450
1054415786	TCLU4221630	140167- 140198- 141008- 141009	Kuehne & Nagel	11/8/2023	23/9/2023	Ocean	Chattogram- BD		1	1		29/9/2023	Ocean Network Express Pte. Ltd.	3501	1450
1054336677	TCLU4221630	140085- 140102- 141010- 141011	Kuehne & Nagel	11/8/2023	23/9/2023	Ocean	Chattogram- BD		1	1		2/10/2023	Ocean Network Express Pte. Ltd.	2200	1450
ME232655/01	GCXU5678816	133365- 133364- 133513- 133637- 133914- 133911- 133931- 133965- 135725	Raminatrans	12/8/2023	14/9/2023	Ocean	Shanghai- CN			1		20/9/2023	Mediterranean Shipping Company (MSC)	2602	1800
ME232655/01	GCXU5734381	133370- 135711- 135768	Raminatrans	12/8/2023	14/9/2023	Ocean	Shanghai- CN			1		19/9/2023	Mediterranean Shipping Company (MSC)	7502	1800
ME232653/01	MRKU4121597	133361- 133926- 135688- 135696- 135716- 135730- 135743- 135746- 135773- 135811	Raminatrans	12/8/2023	14/9/2023	Ocean	Shanghai- CN			1		21/9/2023	Mediterranean Shipping Company (MSC)	1200	1800
ME232653/01	MRKU4424206	133385- 133918- 133935- 133937- 134182- 135701	Raminatrans	12/8/2023	14/9/2023	Ocean	Shanghai- CN		1	1		20/9/2023	Mediterranean Shipping Company (MSC)	4000	1800
ME232653/01	MSKU0981150	133387- 133954- 135684- 135686- 135690- 135693- 135704- 135709- 135718- 135756	Raminatrans	12/8/2023	14/9/2023	Ocean	Shanghai- CN			1		22/9/2023	Mediterranean Shipping Company (MSC)	600	1800
ME232653/02	MRKU4121597	133361- 133926- 135688- 135696- 135716- 135730- 135743- 135746- 135773- 135811	Raminatrans	12/8/2023	14/9/2023	Ocean	Shanghai- CN			1		21/9/2023	Maersk Line	17001	1800
MLVLC2308016	BSIU2776618	131010	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	12/8/2023	22/9/2023	Ocean	Haiphong- VN				1	28/9/2023	Mediterranean Shipping Company (MSC)	521	2300
1054462434	KKFU8107694	131314- 131316- 131396- 131384- 131411- 131389- 132785- 132791- 132870- 136075- 136054- 136189- 136219- 136223- 141002- 141004	Kuehne & Nagel	12/8/2023	23/9/2023	Ocean	Chattogram- BD			1		29/9/2023	Ocean Network Express Pte. Ltd.	17482	1450
1054425342	KKFU8107694	131726- 140123- 140137- 140221- 140237	Kuehne & Nagel	12/8/2023	23/9/2023	Ocean	Chattogram- BD			1		28/9/2023	Ocean Network Express Pte. Ltd.	1600	1450
A000645430	JSVU4957957	136074- 136051- 136087- 136077- 136090- 136152- 136185- 136188- 136199- 136203- 136213- 136207- 136205- 136218- 136222- 136869- 136871- 136870- 136877- 136878- 136872	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/8/2023	22/8/2023	Ocean	Chattogram- BD				1	24/8/2023	OCEAN NETWORK EXPRESS	322	2500
